%Y%m%d%H%M;USDCHF
200005240800;1.7252
200005240830;1.725
200005240900;1.7198
200005240930;1.7175
200005241000;1.7167
200005241030;1.7197
200005241100;1.7178
200005241130;1.7202
200005241200;1.719
200005241230;1.7186
200005241300;1.7224
200005241330;1.721
200005241400;1.7195
200005241430;1.7252
200005241500;1.7242
200005241530;1.7214
200005241600;1.7197
200005241630;1.7182
200005241700;1.7156
200005241730;1.7124
200005241800;1.7172
200005241830;1.7177
200005241900;1.7214
200005241930;1.7212
200005242000;1.7233
200005242030;1.7245
200005242100;1.7239
200005242130;1.7266
200005242200;1.7265
200005242230;1.7264
200005242300;1.7266
200005242330;1.7264
200005250000;1.726
200005250030;1.7248
200005250100;1.7245
200005250130;1.7234
200005250200;1.7229
200005250230;1.7235
200005250300;1.7232
200005250330;1.7232
200005250400;1.7232
200005250430;1.7241
200005250500;1.7237
200005250530;1.7232
200005250600;1.7234
200005250630;1.7253
200005250700;1.7257
200005250730;1.7291
200005250800;1.7291
200005250830;1.7279
200005250900;1.7289
200005250930;1.7281
200005251000;1.7266
200005251030;1.7257
200005251100;1.7269
200005251130;1.728
200005251200;1.7334
200005251230;1.7301
200005251300;1.7302
200005251330;1.7301
200005251400;1.7269
200005251430;1.7237
200005251500;1.7189
200005251530;1.7185
200005251600;1.7203
200005251630;1.7201
200005251700;1.7186
200005251730;1.7194
200005251800;1.7187
200005251830;1.7158
200005251900;1.7138
200005251930;1.714
200005252000;1.7132
200005252030;1.7145
200005252100;1.7144
200005252130;1.7125
200005252200;1.7125
200005252230;1.7114
200005252300;1.7116
200005252330;1.7113
200005260000;1.7123
200005260030;1.7118
200005260100;1.7124
200005260130;1.7121
200005260200;1.7116
200005260230;1.7124
200005260300;1.7119
200005260330;1.7122
200005260400;1.7126
200005260430;1.7123
200005260500;1.7108
200005260530;1.7108
200005260600;1.7053
200005260630;1.7047
200005260700;1.7066
200005260730;1.7067
200005260800;1.7108
200005260830;1.7083
200005260900;1.7095
200005260930;1.7079
200005261000;1.71
200005261030;1.7116
200005261100;1.7113
200005261130;1.7113
200005261200;1.7125
200005261230;1.7137
200005261300;1.7077
200005261330;1.7108
200005261400;1.7091
200005261430;1.7054
200005261500;1.6909
200005261530;1.6878
200005261600;1.6829
200005261630;1.6824
200005261700;1.6809
200005261730;1.6782
200005261800;1.6789
200005261830;1.6807
200005261900;1.6795
200005261930;1.6798
200005262000;1.6806
200005262030;1.6809
200005262100;1.6813
200005262130;1.6815
200005262200;1.6809
200005262230;1.6802
200005262300;1.6796
200005262330;1.6789
200005290000;1.6783
200005290030;1.6795
200005290100;1.6792
200005290130;1.6826
200005290200;1.682
200005290230;1.6823
200005290300;1.6832
200005290330;1.6824
200005290400;1.6818
200005290430;1.682
200005290500;1.6819
200005290530;1.6814
200005290600;1.6829
200005290630;1.6848
200005290700;1.6867
200005290730;1.6901
200005290800;1.6885
200005290830;1.6875
200005290900;1.6861
200005290930;1.6892
200005291000;1.6919
200005291030;1.6919
200005291100;1.6928
200005291130;1.6923
200005291200;1.6917
200005291230;1.6932
200005291300;1.6942
200005291330;1.6965
200005291400;1.6943
200005291430;1.69
200005291500;1.6902
200005291530;1.6909
200005291600;1.6914
200005291630;1.693
200005291700;1.6916
200005291730;1.6918
200005291800;1.692
200005291830;1.6922
200005291900;1.6921
200005291930;1.6921
200005292000;1.692
200005292030;1.6914
200005292100;1.6916
200005292130;1.6929
200005292200;1.6918
200005292230;1.692
200005292300;1.6914
200005292330;1.6899
200005300000;1.6899
200005300030;1.6913
200005300100;1.6906
200005300130;1.6913
200005300200;1.692
200005300230;1.6931
200005300300;1.693
200005300330;1.693
200005300400;1.6925
200005300430;1.692
200005300500;1.6924
200005300530;1.6907
200005300600;1.6885
200005300630;1.6863
200005300700;1.6852
200005300730;1.6817
200005300800;1.6745
200005300830;1.6759
200005300900;1.6756
200005300930;1.6729
200005301000;1.6774
200005301030;1.6777
200005301100;1.6792
200005301130;1.6797
200005301200;1.6787
200005301230;1.6817
200005301300;1.6812
200005301330;1.6775
200005301400;1.6785
200005301430;1.6807
200005301500;1.6875
200005301530;1.6862
200005301600;1.6885
200005301630;1.6878
200005301700;1.6869
200005301730;1.6889
200005301800;1.6859
200005301830;1.6875
200005301900;1.6869
200005301930;1.6866
200005302000;1.6901
200005302030;1.6882
200005302100;1.6887
200005302130;1.6887
200005302200;1.6897
200005302230;1.6895
200005302300;1.689
200005302330;1.6892
200005310000;1.6885
200005310030;1.6872
200005310100;1.6854
200005310130;1.6861
200005310200;1.6865
200005310230;1.686
200005310300;1.6857
200005310330;1.6856
200005310400;1.6854
200005310430;1.6859
200005310500;1.6857
200005310530;1.6862
200005310600;1.688
200005310630;1.6902
200005310700;1.6901
200005310730;1.6905
200005310800;1.6907
200005310830;1.6868
200005310900;1.6863
200005310930;1.6845
200005311000;1.6873
200005311030;1.6885
200005311100;1.688
200005311130;1.6905
200005311200;1.6909
200005311230;1.6895
200005311300;1.6884
200005311330;1.6885
200005311400;1.6864
200005311430;1.691
200005311500;1.6955
200005311530;1.6896
200005311600;1.687
200005311630;1.683
200005311700;1.6826
200005311730;1.6819
200005311800;1.6832
200005311830;1.6834
200005311900;1.6837
200005311930;1.6819
200005312000;1.681
200005312030;1.6807
200005312100;1.6802
200005312130;1.6807
200005312200;1.6814
200005312230;1.6824
200005312300;1.6821
200005312330;1.6821
200006010000;1.68
200006010030;1.6816
200006010100;1.6827
200006010130;1.6822
200006010200;1.6826
200006010230;1.682
200006010300;1.6825
200006010330;1.6814
200006010400;1.6809
200006010430;1.6805
200006010500;1.6814
200006010530;1.6809
200006010600;1.6823
200006010630;1.682
200006010700;1.6801
200006010730;1.6813
200006010800;1.6831
200006010830;1.6837
200006010900;1.6877
200006010930;1.6854
200006011000;1.6873
200006011030;1.6866
200006011100;1.6873
200006011130;1.6875
200006011200;1.6873
200006011230;1.6878
200006011300;1.687
200006011330;1.69
200006011400;1.6899
200006011430;1.6887
200006011500;1.6892
200006011530;1.6867
200006011600;1.6885
200006011630;1.6881
200006011700;1.6913
200006011730;1.6883
200006011800;1.6874
200006011830;1.6866
200006011900;1.6849
200006011930;1.6855
200006012000;1.687
200006012030;1.6876
200006012100;1.6875
200006012130;1.6866
200006012200;1.6865
200006012230;1.6865
200006012300;1.686
200006012330;1.6846
200006020000;1.6861
200006020030;1.6856
200006020100;1.6868
200006020130;1.6865
200006020200;1.6886
200006020230;1.6895
200006020300;1.6879
200006020330;1.6881
200006020400;1.687
200006020430;1.6872
200006020500;1.6874
200006020530;1.6852
200006020600;1.688
200006020630;1.6795
200006020700;1.6809
200006020730;1.683
200006020800;1.6795
200006020830;1.6811
200006020900;1.6807
200006020930;1.6809
200006021000;1.6792
200006021030;1.6796
200006021100;1.6829
200006021130;1.6811
200006021200;1.6813
200006021230;1.6809
200006021300;1.6696
200006021330;1.6668
200006021400;1.6611
200006021430;1.6645
200006021500;1.6675
200006021530;1.666
200006021600;1.6678
200006021630;1.6688
200006021700;1.6661
200006021730;1.6695
200006021800;1.6681
200006021830;1.6675
200006021900;1.6694
200006021930;1.6685
200006022000;1.6677
200006022030;1.6658
200006022100;1.6628
200006022130;1.6631
200006022200;1.6635
200006022230;1.6638
200006022300;1.6641
200006022330;1.6645
200006050000;1.6648
200006050030;1.6675
200006050100;1.6676
200006050130;1.6664
200006050200;1.6669
200006050230;1.6662
200006050300;1.6668
200006050330;1.6668
200006050400;1.667
200006050430;1.6665
200006050500;1.6651
200006050530;1.6664
200006050600;1.6662
200006050630;1.6665
200006050700;1.6659
200006050730;1.6677
200006050800;1.6671
200006050830;1.6675
200006050900;1.6664
200006050930;1.6655
200006051000;1.6676
200006051030;1.6672
200006051100;1.6689
200006051130;1.6678
200006051200;1.6685
200006051230;1.6681
200006051300;1.6681
200006051330;1.6696
200006051400;1.6695
200006051430;1.6668
200006051500;1.6677
200006051530;1.6625
200006051600;1.6631
200006051630;1.6628
200006051700;1.6639
200006051730;1.6655
200006051800;1.6636
200006051830;1.6623
200006051900;1.6607
200006051930;1.6613
200006052000;1.661
200006052030;1.6605
200006052100;1.6615
200006052130;1.6626
200006052200;1.6626
200006052230;1.6627
200006052300;1.6634
200006052330;1.6636
200006060000;1.6639
200006060030;1.6638
200006060100;1.6634
200006060130;1.6644
200006060200;1.6639
200006060230;1.6642
200006060300;1.6643
200006060330;1.6637
200006060400;1.6635
200006060430;1.6635
200006060500;1.6636
200006060530;1.6634
200006060600;1.6615
200006060630;1.6636
200006060700;1.6633
200006060730;1.6632
200006060800;1.6595
200006060830;1.6577
200006060900;1.6633
200006060930;1.6617
200006061000;1.6632
200006061030;1.6628
200006061100;1.6631
200006061130;1.6621
200006061200;1.6609
200006061230;1.6569
200006061300;1.6493
200006061330;1.6434
200006061400;1.6398
200006061430;1.6431
200006061500;1.6409
200006061530;1.6448
200006061600;1.6433
200006061630;1.6395
200006061700;1.6467
200006061730;1.6485
200006061800;1.6476
200006061830;1.6431
200006061900;1.645
200006061930;1.6454
200006062000;1.6459
200006062030;1.6458
200006062100;1.6456
200006062130;1.6471
200006062200;1.6466
200006062230;1.6472
200006062300;1.6456
200006062330;1.6451
200006070000;1.6453
200006070030;1.6455
200006070100;1.6446
200006070130;1.6455
200006070200;1.6479
200006070230;1.6465
200006070300;1.6473
200006070330;1.6465
200006070400;1.6478
200006070430;1.6461
200006070500;1.6465
200006070530;1.6444
200006070600;1.6437
200006070630;1.6417
200006070700;1.6433
200006070730;1.6369
200006070800;1.637
200006070830;1.6372
200006070900;1.6412
200006070930;1.6393
200006071000;1.6401
200006071030;1.64
200006071100;1.6395
200006071130;1.642
200006071200;1.6401
200006071230;1.6401
200006071300;1.6415
200006071330;1.6394
200006071400;1.6373
200006071430;1.6381
200006071500;1.6386
200006071530;1.6367
200006071600;1.6366
200006071630;1.6315
200006071700;1.6318
200006071730;1.6326
200006071800;1.6327
200006071830;1.6317
200006071900;1.6315
200006071930;1.6308
200006072000;1.6314
200006072030;1.6312
200006072100;1.63
200006072130;1.6301
200006072200;1.6323
200006072230;1.6335
200006072300;1.6349
200006072330;1.6356
200006080000;1.6348
200006080030;1.6359
200006080100;1.6346
200006080130;1.6348
200006080200;1.6358
200006080230;1.6358
200006080300;1.6354
200006080330;1.635
200006080400;1.6351
200006080430;1.6354
200006080500;1.6341
200006080530;1.6352
200006080600;1.6342
200006080630;1.6374
200006080700;1.6329
200006080730;1.6317
200006080800;1.6319
200006080830;1.6312
200006080900;1.6305
200006080930;1.6328
200006081000;1.6323
200006081030;1.6338
200006081100;1.6332
200006081130;1.6319
200006081200;1.6242
200006081230;1.6205
200006081300;1.6237
200006081330;1.6255
200006081400;1.6374
200006081430;1.6415
200006081500;1.6442
200006081530;1.6428
200006081600;1.6407
200006081630;1.641
200006081700;1.6369
200006081730;1.6377
200006081800;1.636
200006081830;1.6379
200006081900;1.6375
200006081930;1.6388
200006082000;1.6381
200006082030;1.6386
200006082100;1.6393
200006082130;1.6407
200006082200;1.6415
200006082230;1.6413
200006082300;1.6405
200006082330;1.6404
200006090000;1.6402
200006090030;1.6393
200006090100;1.6388
200006090130;1.6389
200006090200;1.6397
200006090230;1.6389
200006090300;1.6402
200006090330;1.6389
200006090400;1.6409
200006090430;1.639
200006090500;1.6392
200006090530;1.6387
200006090600;1.6392
200006090630;1.6407
200006090700;1.6371
200006090730;1.6387
200006090800;1.6381
200006090830;1.6376
200006090900;1.6375
200006090930;1.639
200006091000;1.639
200006091030;1.6402
200006091100;1.6425
200006091130;1.641
200006091200;1.6445
200006091230;1.6469
200006091300;1.6501
200006091330;1.6527
200006091400;1.6487
200006091430;1.6441
200006091500;1.6458
200006091530;1.6454
200006091600;1.6437
200006091630;1.6435
200006091700;1.6427
200006091730;1.6419
200006091800;1.6427
200006091830;1.6427
200006091900;1.6421
200006091930;1.6427
200006092000;1.6431
200006092030;1.6427
200006092100;1.6419
200006092130;1.6422
200006092200;1.6425
200006092230;1.6428
200006092300;1.6432
200006092330;1.6435
200006120000;1.6438
200006120030;1.6479
200006120100;1.6478
200006120130;1.648
200006120200;1.6472
200006120230;1.6468
200006120300;1.6469
200006120330;1.6465
200006120400;1.6462
200006120430;1.6459
200006120500;1.6466
200006120530;1.6463
200006120600;1.6469
200006120630;1.6473
200006120700;1.6467
200006120730;1.6424
200006120800;1.641
200006120830;1.6429
200006120900;1.6399
200006120930;1.6388
200006121000;1.638
200006121030;1.6384
200006121100;1.6407
200006121130;1.6421
200006121200;1.6409
200006121230;1.6392
200006121300;1.6375
200006121330;1.6401
200006121400;1.6375
200006121430;1.6363
200006121500;1.6372
200006121530;1.6364
200006121600;1.6353
200006121630;1.6328
200006121700;1.6345
200006121730;1.6354
200006121800;1.6387
200006121830;1.6375
200006121900;1.6379
200006121930;1.6388
200006122000;1.6387
200006122030;1.6381
200006122100;1.6374
200006122130;1.6376
200006122200;1.6374
200006122230;1.6373
200006122300;1.6378
200006122330;1.6384
200006130000;1.638
200006130030;1.638
200006130100;1.639
200006130130;1.64
200006130200;1.6385
200006130230;1.6399
200006130300;1.639
200006130330;1.6392
200006130400;1.638
200006130430;1.6383
200006130500;1.6378
200006130530;1.637
200006130600;1.6351
200006130630;1.6349
200006130700;1.6293
200006130730;1.6291
200006130800;1.6305
200006130830;1.6335
200006130900;1.6338
200006130930;1.6328
200006131000;1.6319
200006131030;1.6316
200006131100;1.6325
200006131130;1.6319
200006131200;1.6311
200006131230;1.6306
200006131300;1.6243
200006131330;1.6291
200006131400;1.6276
200006131430;1.6262
200006131500;1.6275
200006131530;1.6275
200006131600;1.6245
200006131630;1.6268
200006131700;1.6268
200006131730;1.6253
200006131800;1.6264
200006131830;1.6274
200006131900;1.6269
200006131930;1.6274
200006132000;1.6271
200006132030;1.6299
200006132100;1.6289
200006132130;1.6307
200006132200;1.6312
200006132230;1.6307
200006132300;1.6297
200006132330;1.6298
200006140000;1.6294
200006140030;1.6271
200006140100;1.6263
200006140130;1.6268
200006140200;1.6271
200006140230;1.6269
200006140300;1.6258
200006140330;1.6256
200006140400;1.6262
200006140430;1.6265
200006140500;1.6261
200006140530;1.6235
200006140600;1.6219
200006140630;1.6244
200006140700;1.6222
200006140730;1.6209
200006140800;1.6221
200006140830;1.6231
200006140900;1.6227
200006140930;1.6225
200006141000;1.6236
200006141030;1.6228
200006141100;1.6253
200006141130;1.6244
200006141200;1.6242
200006141230;1.6234
200006141300;1.6272
200006141330;1.6326
200006141400;1.6301
200006141430;1.6291
200006141500;1.6318
200006141530;1.6315
200006141600;1.6317
200006141630;1.6311
200006141700;1.6312
200006141730;1.6309
200006141800;1.6293
200006141830;1.629
200006141900;1.629
200006141930;1.6308
200006142000;1.6333
200006142030;1.632
200006142100;1.6338
200006142130;1.6336
200006142200;1.6338
200006142230;1.6332
200006142300;1.6329
200006142330;1.6329
200006150000;1.6327
200006150030;1.6334
200006150100;1.6329
200006150130;1.6329
200006150200;1.6327
200006150230;1.6334
200006150300;1.6338
200006150330;1.6329
200006150400;1.633
200006150430;1.6323
200006150500;1.6327
200006150530;1.6314
200006150600;1.6322
200006150630;1.6303
200006150700;1.6306
200006150730;1.6374
200006150800;1.6365
200006150830;1.6375
200006150900;1.6387
200006150930;1.6441
200006151000;1.643
200006151030;1.6416
200006151100;1.6409
200006151130;1.6406
200006151200;1.6413
200006151230;1.6433
200006151300;1.6439
200006151330;1.6414
200006151400;1.6389
200006151430;1.6392
200006151500;1.64
200006151530;1.6391
200006151600;1.6385
200006151630;1.6384
200006151700;1.6385
200006151730;1.6385
200006151800;1.6375
200006151830;1.6373
200006151900;1.6372
200006151930;1.6369
200006152000;1.637
200006152030;1.6349
200006152100;1.6356
200006152130;1.6364
200006152200;1.6361
200006152230;1.6381
200006152300;1.6363
200006152330;1.6373
200006160000;1.6382
200006160030;1.6365
200006160100;1.6377
200006160130;1.637
200006160200;1.6366
200006160230;1.6364
200006160300;1.637
200006160330;1.6374
200006160400;1.6373
200006160430;1.6368
200006160500;1.6365
200006160530;1.6366
200006160600;1.6394
200006160630;1.6423
200006160700;1.6409
200006160730;1.6389
200006160800;1.6371
200006160830;1.6371
200006160900;1.6372
200006160930;1.6326
200006161000;1.6308
200006161030;1.629
200006161100;1.6303
200006161130;1.6317
200006161200;1.6323
200006161230;1.6305
200006161300;1.6316
200006161330;1.6316
200006161400;1.6269
200006161430;1.6229
200006161500;1.6249
200006161530;1.6173
200006161600;1.6173
200006161630;1.6168
200006161700;1.6174
200006161730;1.6169
200006161800;1.6186
200006161830;1.6167
200006161900;1.6168
200006161930;1.6159
200006162000;1.616
200006162030;1.6175
200006162100;1.6171
200006162130;1.6172
200006162200;1.6173
200006162230;1.6175
200006162300;1.6176
200006162330;1.6177
200006190000;1.6178
200006190030;1.6163
200006190100;1.6156
200006190130;1.6163
200006190200;1.6168
200006190230;1.6176
200006190300;1.617
200006190330;1.6176
200006190400;1.6175
200006190430;1.6169
200006190500;1.6166
200006190530;1.615
200006190600;1.6151
200006190630;1.6151
200006190700;1.6148
200006190730;1.6148
200006190800;1.6124
200006190830;1.6145
200006190900;1.6211
200006190930;1.6212
200006191000;1.6204
200006191030;1.6205
200006191100;1.6209
200006191130;1.6213
200006191200;1.6208
200006191230;1.6207
200006191300;1.6224
200006191330;1.6207
200006191400;1.6234
200006191430;1.625
200006191500;1.6252
200006191530;1.6236
200006191600;1.6228
200006191630;1.6238
200006191700;1.6266
200006191730;1.627
200006191800;1.626
200006191830;1.6263
200006191900;1.6274
200006191930;1.6281
200006192000;1.6287
200006192030;1.6299
200006192100;1.6311
200006192130;1.6308
200006192200;1.6303
200006192230;1.6292
200006192300;1.6283
200006192330;1.628
200006200000;1.6285
200006200030;1.6277
200006200100;1.6285
200006200130;1.628
200006200200;1.628
200006200230;1.6273
200006200300;1.6275
200006200330;1.6273
200006200400;1.627
200006200430;1.6277
200006200500;1.6276
200006200530;1.6265
200006200600;1.6279
200006200630;1.6281
200006200700;1.6278
200006200730;1.6258
200006200800;1.6222
200006200830;1.6283
200006200900;1.6289
200006200930;1.6277
200006201000;1.6287
200006201030;1.63
200006201100;1.633
200006201130;1.6317
200006201200;1.6332
200006201230;1.6321
200006201300;1.6289
200006201330;1.6299
200006201400;1.6283
200006201430;1.6299
200006201500;1.6287
200006201530;1.63
200006201600;1.6276
200006201630;1.6289
200006201700;1.6279
200006201730;1.6271
200006201800;1.6258
200006201830;1.6235
200006201900;1.6231
200006201930;1.6235
200006202000;1.6254
200006202030;1.6278
200006202100;1.6284
200006202130;1.6287
200006202200;1.6294
200006202230;1.6297
200006202300;1.6304
200006202330;1.631
200006210000;1.631
200006210030;1.6333
200006210100;1.6338
200006210130;1.6347
200006210200;1.6343
200006210230;1.6338
200006210300;1.6335
200006210330;1.6322
200006210400;1.6326
200006210430;1.6323
200006210500;1.6332
200006210530;1.6342
200006210600;1.6329
200006210630;1.6306
200006210700;1.6304
200006210730;1.6317
200006210800;1.6307
200006210830;1.6309
200006210900;1.6315
200006210930;1.6308
200006211000;1.6315
200006211030;1.6351
200006211100;1.6388
200006211130;1.6376
200006211200;1.6387
200006211230;1.6396
200006211300;1.6405
200006211330;1.6385
200006211400;1.6383
200006211430;1.6387
200006211500;1.6385
200006211530;1.6373
200006211600;1.6388
200006211630;1.6413
200006211700;1.6398
200006211730;1.64
200006211800;1.6376
200006211830;1.6386
200006211900;1.6393
200006211930;1.638
200006212000;1.6381
200006212030;1.6382
200006212100;1.64
200006212130;1.6395
200006212200;1.6392
200006212230;1.6384
200006212300;1.6379
200006212330;1.6395
200006220000;1.6395
200006220030;1.64
200006220100;1.6388
200006220130;1.6396
200006220200;1.6385
200006220230;1.6392
200006220300;1.6381
200006220330;1.6379
200006220400;1.638
200006220430;1.6379
200006220500;1.6362
200006220530;1.6379
200006220600;1.6374
200006220630;1.6379
200006220700;1.639
200006220730;1.6384
200006220800;1.6396
200006220830;1.6428
200006220900;1.6415
200006220930;1.6437
200006221000;1.6447
200006221030;1.6423
200006221100;1.6444
200006221130;1.6432
200006221200;1.6429
200006221230;1.6435
200006221300;1.6397
200006221330;1.6395
200006221400;1.6395
200006221430;1.6426
200006221500;1.646
200006221530;1.6441
200006221600;1.6457
200006221630;1.6482
200006221700;1.6531
200006221730;1.6522
200006221800;1.6527
200006221830;1.6523
200006221900;1.6523
200006221930;1.6517
200006222000;1.6524
200006222030;1.6549
200006222100;1.6547
200006222130;1.6546
200006222200;1.6547
200006222230;1.6546
200006222300;1.6534
200006222330;1.652
200006230000;1.6513
200006230030;1.6513
200006230100;1.6523
200006230130;1.6543
200006230200;1.6563
200006230230;1.6545
200006230300;1.6555
200006230330;1.6563
200006230400;1.6569
200006230430;1.6577
200006230500;1.6558
200006230530;1.6555
200006230600;1.6545
200006230630;1.6513
200006230700;1.6546
200006230730;1.6535
200006230800;1.655
200006230830;1.6556
200006230900;1.6521
200006230930;1.6507
200006231000;1.6495
200006231030;1.6517
200006231100;1.6521
200006231130;1.6498
200006231200;1.6467
200006231230;1.6489
200006231300;1.6477
200006231330;1.6482
200006231400;1.6484
200006231430;1.6533
200006231500;1.6573
200006231530;1.6573
200006231600;1.6567
200006231630;1.6565
200006231700;1.6568
200006231730;1.6571
200006231800;1.6568
200006231830;1.6572
200006231900;1.6574
200006231930;1.6559
200006232000;1.6571
200006232030;1.6563
200006232100;1.6584
200006232130;1.6582
200006232200;1.6581
200006232230;1.658
200006232300;1.6578
200006232330;1.6577
200006260000;1.6575
200006260030;1.6564
200006260100;1.6561
200006260130;1.6549
200006260200;1.6562
200006260230;1.6575
200006260300;1.6569
200006260330;1.6576
200006260400;1.6582
200006260430;1.6584
200006260500;1.6578
200006260530;1.6574
200006260600;1.6565
200006260630;1.6548
200006260700;1.6578
200006260730;1.6625
200006260800;1.6622
200006260830;1.6637
200006260900;1.6629
200006260930;1.6623
200006261000;1.6592
200006261030;1.6607
200006261100;1.662
200006261130;1.6625
200006261200;1.6618
200006261230;1.657
200006261300;1.6548
200006261330;1.653
200006261400;1.6532
200006261430;1.6547
200006261500;1.6529
200006261530;1.6518
200006261600;1.6503
200006261630;1.6502
200006261700;1.6497
200006261730;1.6507
200006261800;1.6484
200006261830;1.6504
200006261900;1.6502
200006261930;1.6525
200006262000;1.6525
200006262030;1.6521
200006262100;1.652
200006262130;1.6519
200006262200;1.6517
200006262230;1.6512
200006262300;1.6512
200006262330;1.6523
200006270000;1.651
200006270030;1.6502
200006270100;1.65
200006270130;1.6495
200006270200;1.6498
200006270230;1.6496
200006270300;1.6498
200006270330;1.6496
200006270400;1.6495
200006270430;1.6494
200006270500;1.6482
200006270530;1.6481
200006270600;1.6487
200006270630;1.6435
200006270700;1.6444
200006270730;1.6479
200006270800;1.6503
200006270830;1.6495
200006270900;1.647
200006270930;1.6467
200006271000;1.6452
200006271030;1.6464
200006271100;1.646
200006271130;1.6464
200006271200;1.6467
200006271230;1.648
200006271300;1.6484
200006271330;1.6501
200006271400;1.6478
200006271430;1.6401
200006271500;1.6387
200006271530;1.6402
200006271600;1.638
200006271630;1.6393
200006271700;1.6397
200006271730;1.6394
200006271800;1.641
200006271830;1.6407
200006271900;1.6336
200006271930;1.6339
200006272000;1.6345
200006272030;1.6349
200006272100;1.6345
200006272130;1.6352
200006272200;1.6352
200006272230;1.6356
200006272300;1.6351
200006272330;1.6349
200006280000;1.6352
200006280030;1.6354
200006280100;1.6345
200006280130;1.6342
200006280200;1.6335
200006280230;1.6347
200006280300;1.6346
200006280330;1.6344
200006280400;1.6348
200006280430;1.6353
200006280500;1.6351
200006280530;1.6352
200006280600;1.6341
200006280630;1.6361
200006280700;1.6352
200006280730;1.6378
200006280800;1.6376
200006280830;1.6405
200006280900;1.6403
200006280930;1.6425
200006281000;1.642
200006281030;1.6444
200006281100;1.6427
200006281130;1.6431
200006281200;1.6451
200006281230;1.6439
200006281300;1.6428
200006281330;1.6416
200006281400;1.6415
200006281430;1.6412
200006281500;1.639
200006281530;1.6405
200006281600;1.6417
200006281630;1.6417
200006281700;1.6441
200006281730;1.6444
200006281800;1.6429
200006281830;1.6398
200006281900;1.6447
200006281930;1.6464
200006282000;1.645
200006282030;1.6455
200006282100;1.6494
200006282130;1.648
200006282200;1.646
200006282230;1.6449
200006282300;1.6443
200006282330;1.6443
200006290000;1.6443
200006290030;1.6437
200006290100;1.6443
200006290130;1.6442
200006290200;1.6457
200006290230;1.6455
200006290300;1.6448
200006290330;1.645
200006290400;1.6442
200006290430;1.6448
200006290500;1.6434
200006290530;1.6439
200006290600;1.6442
200006290630;1.6452
200006290700;1.6505
200006290730;1.6479
200006290800;1.6482
200006290830;1.6457
200006290900;1.6431
200006290930;1.638
200006291000;1.6401
200006291030;1.6364
200006291100;1.6363
200006291130;1.6367
200006291200;1.636
200006291230;1.636
200006291300;1.6341
200006291330;1.6351
200006291400;1.6331
200006291430;1.6335
200006291500;1.6349
200006291530;1.6361
200006291600;1.6367
200006291630;1.6393
200006291700;1.6398
200006291730;1.6381
200006291800;1.6375
200006291830;1.6376
200006291900;1.6354
200006291930;1.6353
200006292000;1.636
200006292030;1.6363
200006292100;1.6353
200006292130;1.637
200006292200;1.6372
200006292230;1.6373
200006292300;1.6375
200006292330;1.6361
200006300000;1.6371
200006300030;1.636
200006300100;1.6363
200006300130;1.6356
200006300200;1.6354
200006300230;1.6344
200006300300;1.6351
200006300330;1.6344
200006300400;1.6348
200006300430;1.6353
200006300500;1.6349
200006300530;1.6337
200006300600;1.6342
200006300630;1.6369
200006300700;1.6343
200006300730;1.6322
200006300800;1.627
200006300830;1.6261
200006300900;1.6249
200006300930;1.6282
200006301000;1.63
200006301030;1.6278
200006301100;1.6264
200006301130;1.628
200006301200;1.6305
200006301230;1.6294
200006301300;1.6275
200006301330;1.6265
200006301400;1.6259
200006301430;1.6267
200006301500;1.6262
200006301530;1.6273
200006301600;1.6313
200006301630;1.6315
200006301700;1.631
200006301730;1.6298
200006301800;1.6295
200006301830;1.6314
200006301900;1.6329
200006301930;1.6321
200006302000;1.6342
200006302030;1.6332
200006302100;1.6341
200006302130;1.6342
200006302200;1.6344
200006302230;1.6345
200006302300;1.6347
200006302330;1.6348
200007030000;1.635
200007030030;1.634
200007030100;1.6334
200007030130;1.6322
200007030200;1.6325
200007030230;1.6323
200007030300;1.6322
200007030330;1.6327
200007030400;1.633
200007030430;1.633
200007030500;1.6324
200007030530;1.632
200007030600;1.6327
200007030630;1.6327
200007030700;1.6343
200007030730;1.6331
200007030800;1.6329
200007030830;1.6333
200007030900;1.6342
200007030930;1.6359
200007031000;1.6343
200007031030;1.6383
200007031100;1.6393
200007031130;1.6386
200007031200;1.6381
200007031230;1.638
200007031300;1.638
200007031330;1.6379
200007031400;1.639
200007031430;1.6336
200007031500;1.6341
200007031530;1.635
200007031600;1.6317
200007031630;1.6327
200007031700;1.6353
200007031730;1.6359
200007031800;1.6358
200007031830;1.6357
200007031900;1.6358
200007031930;1.6354
200007032000;1.6362
200007032030;1.6366
200007032100;1.6365
200007032130;1.6366
200007032200;1.6366
200007032230;1.6361
200007032300;1.6353
200007032330;1.6362
200007040000;1.6371
200007040030;1.637
200007040100;1.6354
200007040130;1.6376
200007040200;1.6383
200007040230;1.6386
200007040300;1.6378
200007040330;1.638
200007040400;1.6384
200007040430;1.6386
200007040500;1.6395
200007040530;1.6386
200007040600;1.6391
200007040630;1.6377
200007040700;1.6382
200007040730;1.6377
200007040800;1.6371
200007040830;1.6372
200007040900;1.6378
200007040930;1.6394
200007041000;1.6375
200007041030;1.6375
200007041100;1.6378
200007041130;1.6364
200007041200;1.6359
200007041230;1.6361
200007041300;1.637
200007041330;1.6379
200007041400;1.6367
200007041430;1.6362
200007041500;1.6347
200007041530;1.6347
200007041600;1.6336
200007041630;1.632
200007041700;1.633
